﻿Nom du festival;Région principale de déroulement;Département principal de déroulement;Commune principale de déroulement;Code postal;Site internet du festival;Adresse e-mail;Décennie de création du festival;Année de création du festival;Discipline dominante;Période principale de déroulement du festival;Géocodage xy
Festival international de tango argentin de Nîmes;Occitanie;Gard;Nîmes;30189;www.milongadelangel.fr;Milonga@wanadoo.fr;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);43.844938394, 4.34806796996
Festival de Trélazé;Pays de la Loire;Maine-et-Loire;Trélazé;49353;http://www.trelaze.fr/;culturecom-trelaze@wanadoo.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);47.451357179, -0.473458788346
Parole ambulante;Auvergne-Rhône-Alpes;Métropole de Lyon;Vénissieux;69259;http://espacepandora.org/portfolio-item/parole-daube/;espacepandora@free.fr;De 1990 à 1999;1996;Spectacle vivant;Après-saison (6 septembre - 31 décembre);45.7037728826, 4.88137668221
Autres Rivages;Occitanie;Gard;Uzès;30334;https://festivalautresrivages.com/;simon@invivo.agency // boris@invivo.agency;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);44.0136590402, 4.41600031556
Saint Barth Film Festival;Saint-Barthélemy;Guadeloupe;;97701;https://www.stbarthff.org/;staff@stbarthff.org;De 1990 à 1999;1996;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);
Les Écrans documentaires;Île-de-France;Val-de-Marne;Arceuil;94003;www.lesecransdocumentaires.org;;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);48.8058803597, 2.33351024984
Musiques Métisses;Grand Est;Haut-Rhin;Colmar;68066;www.lezard.org;contact@lezard.org;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.1099405789, 7.38468690323
Feron'Arts;Hauts-de-France;Nord;Féron;59229;https://www.facebook.com/FeronArts/;;De 1990 à 1999;1996;Pluridisciplinaire;Saison (21 juin - 5 septembre);50.0482056585, 4.01906957461
Confluences festival international de la guitare;Occitanie;Hérault;Montpellier;34172;www.les-ig.com;igcontact@orange.fr;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);43.6134409138, 3.86851657896
Festival Lumières d'Afrique;Bourgogne-Franche-Comté;Doubs;Besançon;25056;http://www.lumieresdafrique.com;contact@lumieresdafrique.com;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.2553872249, 6.01948696494
Fête du Chant Traditionnel;Bretagne;Ille-et-Vilaine;Bovel;35035;www.epille.com;Contact@epille.com;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);47.9563331223, -1.95993951204
Cinespaña;Occitanie;Haute-Garonne;Toulouse;31555;www.cinespagnol.com;contact@cinespagnol.com;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.5963814303, 1.43167293364
Écran libre - festival international du court-métrage;Occitanie;Gard;Aigues-Mortes;30003;http://ecranlibre-aiguesmortes.fr;ecranlibre.aiguesmortes@orange.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);43.5507249635, 4.18349802063
Les Rencontres du cinéma documentaire;Île-de-France;Seine-Saint-Denis;Montreuil;93048;https://www.peripherie.asso.fr;contact@peripherie.asso.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);48.8633175054, 2.44816211857
Cinéfilous;Bretagne;Ille-et-Vilaine;Redon;35236;www.cinemanivel.fr;direction@cinemanivel.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.6609734327, -2.08008568692
Art Sonic;Normandie;Orne;Briouze;61063;https://www.festival-artsonic.com;xavier.artsonic@gmail.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.7111600408, -0.377752655086
Cuivres en Dombes;Auvergne-Rhône-Alpes;Ain;Châtillon-sur-Chalaronne;1093;www.cuivresendombes.org;camille.marchalot@cuivresendombes.org;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);46.1232390685, 4.95810003714
Biennale en Revermont;Auvergne-Rhône-Alpes;Ain;Ceyzériat;1072;www.melodifoliz.com;contact@melodifoliz.com;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);46.1832170988, 5.32007207542
Un été à Bourges;Centre-Val de Loire;Cher;Bourges;18033;www.ville-bourges.fr;;De 2000 à 2009;1996;Musique;Saison (21 juin - 5 septembre);47.0749572013, 2.40417137557
Festival Polar de Cognac;Nouvelle-Aquitaine;Charente;Cognac;16102;www.festival-polar-cognac.fr;polar-lefestival-cognac@orange.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);45.6962326551, -0.33507941815
Tribu festival;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21231;www.tribufestival.com;contact@zutique.com;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);47.3229437965, 5.03788805877
Les Renc'Arts à Pornichet;Pays de la Loire;Loire-Atlantique;Pornichet;44132;www.rencarts.fr;sbaranger@mairie-pornichet.fr;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);47.2615791665, -2.31415650821
Rencontres du cinéma francophone;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;69264;www.autrecinema.fr;contact@autrecinema.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);45.9874596667, 4.73174007305
Festival Villeneuve en scène;Occitanie;Gard;Villeneuve-Lès-Avignon;30351;http://www.festivalvilleneuveenscene.com/;admin@festivalvilleneuveenscene.com;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);43.9771673582, 4.79466040665
Polarlens;Hauts-de-France;Pas-de-Calais;Lens;62498;polarlens.fr;adufrenne@mairie-lens.fr;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);50.4374264148, 2.82105851259
Passages Transfestival;Grand Est;Moselle;Metz;57463;https://www.passages-transfestival.fr/;info@passages-transfestival.fr;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);49.1081133279, 6.1955245421
Le petit festival des dindes folles;Auvergne-Rhône-Alpes;Rhône;Rivolet;69167;dindesfolles.com;fabianmoritz@gmail.com;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);46.0065781442, 4.58017136765
Les Pyroconcerts de Talloires;Auvergne-Rhône-Alpes;Haute-Savoie;Talloires-Montmin;74275;http://www.leguidedesfestivals.com/2009-pyroconcerts-de-talloires-4347.html;;De 1990 à 1999;1996;Pluridisciplinaire;Saison (21 juin - 5 septembre);45.8357923857, 6.23052089871
Pierres qui chantent en Vallée Noire;Centre-Val de Loire;Indre;Tranzault;36226;https://pays-george-sand.fr/fr/;;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);46.622046927, 1.85411308963
BD dans l'ain;Auvergne-Rhône-Alpes;Ain;Valserhone;1033;www.bddanslain.fr;festival@bddanslain.fr;De 1990 à 1999;1996;Livre, littérature;Après-saison (6 septembre - 31 décembre);46.1067901755, 5.83202736464
Festivox;Centre-Val de Loire;Loiret;Château-Renard;45083;https://www.facebook.com/FESTIVOX;levox@levox.fr;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);47.9266379127, 2.92209191737
Jazzitudes;Normandie;Calvados;Lisieux;14366;www.jazzitudes.com;sibemol.adm@gmail.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);49.1466628463, 0.238274840452
Bonheur musical au château de lourmarin;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;13055;www.bonheurmusical.com;csauer@cegetel.net;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);43.296346, 5.369889
Festival de La Morue;Nouvelle-Aquitaine;Gironde;Bègles;33039;http://www.mairie-begles.fr;contact@mairie-begles.fr;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);44.8016009051, -0.547755768448
Festival du film de Colmar;Grand Est;Haut-Rhin;Colmar;68066;https://festival-film.colmar.fr;festivalfilm@colmar.fr;De 1990 à 1999;1996;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);48.1099405789, 7.38468690323
Les cafés littéraires de Montélimar;Auvergne-Rhône-Alpes;Drôme;Montélimar;26198;http://lescafeslitteraires.fr;;De 1990 à 1999;1996;Livre, littérature;Après-saison (6 septembre - 31 décembre);44.5540845734, 4.74869387765
Roue Waroch;Bretagne;Morbihan;Plescop;56158;www.roue-waroch.fr;petraneue@orange,fr;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);47.6973490259, -2.83080852214
Font'arts;Provence-Alpes-Côte d'Azur;Vaucluse;Pernes-Les-Fontaines;84088;projecteur-pernes.fr;aprojecteursecretariat@gmail.com;De 1990 à 1999;1996;Spectacle vivant;;43.9960550539, 5.03959100234
Jazz and Blues;Nouvelle-Aquitaine;Gironde;Pessac;33318;http://jazzandblues-leognan.com/;aucun;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);44.7915990521, -0.676303166277
Journée du livre de Saint-Martin-de-Jussac;Nouvelle-Aquitaine;Haute-Vienne;Saint-Martin-de-Jussac;87164;;bylecoeur@gmail.com;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.8608042276, 0.943622213531
Europopcorn;Bourgogne-Franche-Comté;Saône-et-Loire;Mervans;71295;www.europopcorn.fr;contact@europopcorn.fr;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);46.7945134241, 5.18412548455
Les Nocturbaines;Île-de-France;Paris;Paris;75056;https://www.facebook.com/festivalnocturbaines/;nocturbaines@hotmail.fr;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);48.8631867774, 2.40081982673
Brass Band;Centre-Val de Loire;Indre-et-Loire;Amboise;37003;https://openamboise.com/;;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);47.3917237652, 1.00023994675
Alors Raconte !;Occitanie;Tarn-et-Garonne;Montauban;82121;https://www.ladepeche.fr/2022/02/03/alors-raconte-un-festival-qui-secoute-et-sapprecie-10085383.php;alorsraconte.fr;De 1990 à 1999;1996;Spectacle vivant;avant-saison (1er janvier - 20 juin);44.0222594578, 1.36408636501
Les Feux de l'été;Pays de la Loire;Vendée;Saint-Prouant;85266;www.feuxdelete.com;info@feuxdelete.com;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);46.7502017421, -0.974504061491
Cineziq;Occitanie;Hautes-Pyrénées;Argelès-Gazost;65025;https://www.cineziq.com;cineziq@gmail.com;2010 et après;1996;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.006001672, -0.0963626224791
Rencontres du Cinéma de Gérardmer;Grand Est;Vosges;Gérardmer;88196;https://rencontres-du-cinema.com;aci.grandest@gmail.com;De 1990 à 1999;1996;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);48.0653057669, 6.85912240068
Festival de L'accordéon de Lesterps;Nouvelle-Aquitaine;Charente;Lesterps;16182;http://comitefeteslesterps.free.fr/;pierredesnoel@gmail.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);46.012245179, 0.791766541587
De Fibres en Musique;Pays de la Loire;Maine-et-Loire;Mauges-sur-Loire;49244;https://defibresenmusique.com/;aflam@free.fr;De 1990 à 1999;1996;Pluridisciplinaire;Saison (21 juin - 5 septembre);47.3429800481, -0.869186945487
Les Journées Ravel à Montfort l'Amaury;Île-de-France;Yvelines;Montfort-l'Amaury;78420;https://www.lesjourneesravel.com/;https://www.lesjourneesravel.com/contact;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);48.771347152, 1.80894544858
Festival Les Expressifs;Nouvelle-Aquitaine;Vienne;Poitiers;86194;http://www3.poitiers-jeunes.com/;pj@poitiers-jeunes.com;De 1990 à 1999;1996;Spectacle vivant;Après-saison (6 septembre - 31 décembre);46.5839207726, 0.359947653003
Le Grand Soufflet;Bretagne;Ille-et-Vilaine;Rennes;35238;https://www.legrandsoufflet.fr;info@legrandsoufflet.fr;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);48.1119791219, -1.68186449144
Festival lyrique des pays catalans;Occitanie;Pyrénées-Orientales;Saint-Génis-des-Fontaines;66175;https://www.po-cket.fr/fr/il4-agenda-ouverture-du-festival-lyrique-des-pays-catalans.aspx?Cle=FMALAR066V520FHF;gasquet83@hotmail.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);42.5501690702, 2.92022187545
Festival de l’eau;Normandie;Orne;Le Merlerault;61275;Artsimprovisés;lesartsimprovises@orange.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.7007870105, 0.280266472699
Festivel dans les vignes;Provence-Alpes-Côte d'Azur;Var;Le Plan de la Tour;83094;contact@ccultures-leplandelatour.fr;danynoguet@gmail.com;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);43.3384388996, 6.54745751076
Vaison danses;Provence-Alpes-Côte d'Azur;Vaucluse;Vaison-La-Romaine;84137;vaison-danses.com;d.borel@vaison-la-romaine.fr;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);44.247701867, 5.06040782309
Festival International de Musique Mécanique de Wintzenheim;Grand Est;Haut-Rhin;Wintzenheim;68374;;bernard.persigan@live.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.0635575339, 7.27168140769
Ehz;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Cambo-les-Bains;64160;http://www.ehz-festibala.eu/;ehz@ehz.eus;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);43.3617393087, -1.38541817484
La Semaine russe;Occitanie;Hautes-Pyrénées;Tarbes;65440;LA SEMAINE RUSSE | Orbleu&Portebleue (theatreorbleu-portebleue.com);theatre.orbleu@free.fr;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);43.2347859635, 0.0660093937851
Les monts de la balle;Auvergne-Rhône-Alpes;Loire;Verrières en forez;42328;https://lesmontsdelaballe.org/;afr.verrieres@orange.fr;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.5680113401, 3.98919241451
Jazz in Langourla;Bretagne;Côtes-d'Armor;Le Mené;22046;www.jazzinlangourla.com;reservations.jazzinlangourla@yahoo.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.2937312654, -2.52246803693
Festival de théâtre de Noirmoutier;Pays de la Loire;Vendée;Noirmoutier-en-l'Île;85163;www.trpl.fr;accueil@trpl.fr;De 1990 à 1999;1996;Spectacle vivant;Saison (21 juin - 5 septembre);47.0086655085, -2.26243620205
Festival BD de Sérignan;Occitanie;Hérault;Sérignan;34299;https://www.ville-serignan.fr/a-voir-a-faire/temps-forts/festival-bd/;culture]@ville-serignan.fr;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);43.2733185307, 3.29725083254
Festival Théâtre d’automne;Occitanie;Pyrénées-Orientales;Thuir;66210;http://laligue66.org/25eme.festival.des.theatres.d.automne.thuir-33-1589.php;lesbeauxmasques@gmail.com;De 1990 à 1999;1996;Spectacle vivant;Après-saison (6 septembre - 31 décembre);42.6434195538, 2.75897243961
Festival de bédéologie;Auvergne-Rhône-Alpes;Métropole de Lyon;Villeurbanne;69266;https://www.facebook.com/Bedeologie/;;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.7707704179, 4.88845817426
Festival du livre de Nice;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;6088;https://lefestivaldulivredenice.com/;stephane.perottino@ville-nice.fr;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);43.7119992661, 7.23826889465
Festival international de la BD;Corse;Corse-du-Sud;Ajaccio;2A004;http://festivalbdajaccio.corsica/;;De 1990 à 1999;1996;Livre, littérature;Après-saison (6 septembre - 31 décembre);41.9347926638, 8.70132275974
Les Coréades;Nouvelle-Aquitaine;Deux-Sèvres;Niort;79191;http://www.coream.org;coream2@wanadoo.fr;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);46.328260242, -0.465353019369
Festival des Voix des Lieux... des Mondes;Occitanie;Tarn-et-Garonne;Saint-Nicolas-de-la-Grave;82169;https://www.facebook.com/festivaldesvoix/;communication.mcv@gmail.com;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);44.0658425315, 1.02023020877
Journées du livre et du vin;Pays de la Loire;Maine-et-Loire;Saumur;49328;www.livreetvin.com;livre.et.vin@npprod.fr;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);47.2673853525, -0.0830410591988
Festival Georges Brassens;Provence-Alpes-Côte d'Azur;Vaucluse;Vaison-La-Romaine;84137;brassens-festivalvaisonlaromaine.eu;juliedeligne@yahoo.fr;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);44.247701867, 5.06040782309
Les Musicales;Nouvelle-Aquitaine;Charente;Angoulême;16015;http://www.acamac.info/;administration@acamac.info;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);45.6472585146, 0.14514490683
Errobiko Festibala;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Itxassou;64279;www.errobikofestibala.fr/;axiari@numericable.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);43.3100742796, -1.40531371043
Noir sur la ville;Bretagne;Côtes-d'Armor;Lamballe-Armor;22093;Noirsurlaville.fr;contact@noirsurlaville.fr;De 1990 à 1999;1996;Livre, littérature;Après-saison (6 septembre - 31 décembre);48.4684404751, -2.49534815954
Rencontres des Musiques et Saveurs de Terroirs;Provence-Alpes-Côte d'Azur;Vaucluse;Mondragon;84078;https://www.facebook.com/Comité-Des-Fetes-Mondragon-;comitedesfetesmondragon@wanadoo.fr;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);44.2429843935, 4.72457377095
Les Contes du Lébérou;Nouvelle-Aquitaine;Dordogne;Montignac;24291;http://www.contesduleberou.comcontact@contesduleberou.com;;De 1990 à 1999;1996;Spectacle vivant;Après-saison (6 septembre - 31 décembre);45.0627368774, 1.15422675286
Rendez-vous de la BD d'Amiens;Hauts-de-France;Somme;Amiens;80021;https://rdvbdamiens.com/;s.mille@oamslb.fr;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);49.9009532186, 2.29007445539
Les rencontres autour du film ethnographique;Auvergne-Rhône-Alpes;Isère;Grenoble;38185;https://www.facebook.com/ethnoetcine;ethno.cine@gmail.com;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);45.1821215167, 5.72133051752
À Propos d'elle(s);Occitanie;Haute-Garonne;Toulouse;31555;https://www.cinemalecratere.com/festival-a-propos-delles-la-folie-almayer;contact@cinefol31.org;De 1990 à 1999;1996;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.5963814303, 1.43167293364
Grange;Grand Est;Marne;Bergères-sous-Montmirail;51050;www.chantmorin.com;chant.morin@wanadoo.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.8453830392, 3.59711725011
Môm'en Scène;Grand Est;Haut-Rhin;Pfastatt;68256;www.la-bobine.org;culture@la-bobine.org;De 1990 à 1999;1996;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.7696767881, 7.29485630306
Colmar jazz festival;Grand Est;Haut-Rhin;Colmar;68066;festival-jazz.colmar.fr;festival-jazz@colmar.fr;De 1990 à 1999;1996;Musique;Saison (21 juin - 5 septembre);48.1099405789, 7.38468690323
Jazz sous les bigaradiers;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;La Gaude;6065;https://www.assowhat.org/;alex.benvenuto@wanadoo.fr;De 1990 à 1999;1996;Musique;Après-saison (6 septembre - 31 décembre);43.721423765, 7.16039926444
Le blues autour du zinc;Hauts-de-France;Oise;Beauvais;60057;www.zincblues-com;laurent@comptoir-magique.com;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);49.4365523321, 2.08616123661
Plumes d'Equinoxe;Pays de la Loire;Loire-Atlantique;Le Croisic;44049;;w.nocus@lecroisic.fr;De 1990 à 1999;1996;Livre, littérature;Après-saison (6 septembre - 31 décembre);47.2922743449, -2.52277844422
Cosmic Trip Festival;Centre-Val de Loire;Cher;Bourges;18033;http://cosmic-trip-festival.com/;ra.cosmictripfestival@gmail.com;De 1990 à 1999;1996;Musique;Avant-saison (1er janvier - 20 juin);47.0749572013, 2.40417137557
Salon du livre d'Alençon;Normandie;Orne;Alençon;61001;https://www.salondulivrealencon.fr/;;De 1990 à 1999;1996;Livre, littérature;Avant-saison (1er janvier - 20 juin);48.4318193082, 0.0915406916107
